,Date,Volume,SOL_Returns,BTC_Returns,ETH_Returns,MA,MA_td,3MA,3MA_td,%K,%K_td,%D,%D_td,RSI,RSI_td,Momentum,Momentum_td,EMA12,EMA26,MACD,Signal,MACD_td,TP,SMA_TP,MD,CCI,CCI_td,20D_SMA,20D_STD,Upper_BB,Lower_BB,BB_td,TR,ATR,ATR_td,Indicator
188,2020-10-15,8332483,-0.020823585576127512,0.005760771129040609,-0.005381533319244625,2.3778846000000002,0,2.7125551666666667,0,35.502967409974175,0,44.78861525344731,0,34.886369182216,0,-0.3912079999999998,0,2.4571111650093758,2.6355291728605446,-0.1784180078511688,-0.17070882867892198,0,2.26855,2.607910283333333,0.23611870166666665,-95.81629379288921,0,2.6037768,0.2939033241185954,3.1915834482371905,2.0159701517628092,0,0.1323780000000001,0.25394528571428576,0,Sell
189,2020-10-16,13637728,-0.05164496151667208,-0.015069273044499454,-0.029707435741496147,2.3751982,0,2.6993547333333328,0,18.035764117395118,0,32.07812214755819,0,37.110563239754754,0,-0.02686400000000022,0,2.40976883193101,2.599518567463467,-0.1897497355324571,-0.174517010049629,0,2.1809926666666666,2.56062865,0.21953631500000004,-115.2841868351282,1,2.55451095,0.28258673604520756,3.1196844220904154,1.989337477909585,0,0.13775000000000004,0.23386714285714288,0,Hold
190,2020-10-17,6612612,0.02440557442916269,0.0031777181585685987,0.007172897207234907,2.3662029,0,2.6763537000000004,0,25.863846843741328,1,26.46752612370352,0,40.52419996335418,0,-0.08995299999999995,0,2.3777802424031624,2.570061118021729,-0.19228087561856677,-0.17806978316341657,0,2.1908523333333334,2.51455465,0.20122514666666672,-107.24382514772061,1,2.5069557500000004,0.2552881798304553,3.017532109660911,1.9963793903390896,0,0.10589599999999999,0.2327031428571429,0,Hold
191,2020-10-18,6294162,0.005642545812757582,0.011028058809408714,0.025369680449787158,2.3511075999999997,0,2.6465645999999996,0,15.129363363342287,0,19.676324774826224,0,41.63711148189826,0,-0.1509529999999999,0,2.3526243589565223,2.5437059981682677,-0.19108163921174537,-0.18067215437308234,1,2.213813333333333,2.4736316,0.18387756000000008,-94.19973692155692,0,2.4698352,0.2399700571285422,2.949775314257084,1.9898950857429156,0,0.070519,0.22637257142857145,0,Sell
192,2020-10-19,8248860,-0.07053666066468045,0.02252631181805209,0.004552780803139811,2.3029297,0,2.6142042333333335,0,0.7543831380107139,0,13.915864448364758,0,33.51494741843314,0,-0.48177899999999996,0,2.3073098421939804,2.507733702007655,-0.20042385981367472,-0.18462249546120083,0,2.108267666666667,2.4314063500000005,0.17484001666666668,-123.21309102801071,1,2.4254175499999997,0.22907884958068475,2.8835752491613693,1.96725985083863,0,0.16030100000000003,0.22387235714285716,0,Sell
193,2020-10-20,13129043,-0.08231361268755344,0.014843919362714786,-0.02842246362967904,2.2511879,0,2.5814632000000004,0,4.087461589015771,1,6.657069363456238,0,40.45556586628008,0,-0.5174179999999999,0,2.2429040203179835,2.461877279636718,-0.21897325931873457,-0.1914926482327076,0,1.9468956666666666,2.3835362333333334,0.17324916666666662,-168.0202662510804,1,2.37495735,0.23067628604954163,2.8363099220990833,1.9136047779009167,1,0.2437069999999999,0.20502942857142864,1,Hold
194,2020-10-21,19275509,0.0009032801884074626,0.07614375518727923,0.062451274513865895,2.1975679,0,2.5517255000000003,0,4.289478202691559,1,3.0437743099059955,0,35.58831089940129,0,-0.5362000000000002,0,2.1886692479613705,2.419543999663628,-0.23087475170225735,-0.19936906892661754,0,1.939273,2.338762216666667,0.16842407166666665,-158.12831373150684,1,2.32642485,0.22506885829342244,2.7765625665868447,1.8762871334131552,0,0.20497100000000024,0.19851471428571435,1,Hold
195,2020-10-22,11445663,0.03453013101083502,0.011089020014184214,0.055032024123248036,2.134426,0,2.5197299666666666,0,13.88994946198154,1,7.422296417896271,1,35.209200502985496,0,-0.631419,0,2.152820594428852,2.385181703392248,-0.23236110896339612,-0.20596747693397327,0,1.975968,2.3048854666666667,0.16896256666666667,-129.7792259179565,1,2.29290335,0.22799662591485273,2.7488966018297054,1.8369100981702946,0,0.19261700000000004,0.18355278571428574,1,Hold
196,2020-10-23,11497445,0.0022406838022899223,-0.002649454434332954,-0.009682331117899623,2.0899385,0,2.4905059,0,18.296634345041344,1,12.158687336571461,1,26.124703115272,1,-0.44487500000000013,0,2.1231612722090287,2.3536893549928224,-0.23052808278379366,-0.21087959810393736,1,1.9327053333333335,2.2721190499999997,0.17040414999999998,-132.78773498832678,1,2.2635399499999997,0.23130120923330444,2.7261423684666086,1.8009375315333909,0,0.13146100000000005,0.17093014285714286,0,Hold
197,2020-10-24,7581827,-0.024594968967390884,0.013650613135838707,0.006566951501839169,2.0496578,0,2.449809666666667,0,12.128434814688934,0,14.771672873903922,1,28.10508242123339,1,-0.4028069999999999,0,2.0906484610999474,2.320958884252613,-0.2303104231526656,-0.21476576311368303,1,1.9186073333333333,2.24250075,0.17751314166666665,-121.64110353582431,1,2.2333316,0.2359997316870507,2.7053310633741017,1.7613321366258987,0,0.07930599999999988,0.16295750000000003,0,Sell
198,2020-10-25,9092334,-0.0650524001113072,-0.005865754149402269,-0.015128434616278552,2.0017601,0,2.403104566666667,0,3.785508634339744,0,11.403525931356654,0,24.074249854980764,1,-0.4789770000000002,0,2.0440039286230327,2.281440374307975,-0.2374364456849425,-0.21929989962793492,0,1.8263483333333335,2.204025033333333,0.18163149666666661,-138.6237911857027,1,2.18982235,0.23386026638691176,2.6575428827738237,1.7221018172261764,0,0.15429799999999982,0.1659327142857143,0,Sell
199,2020-10-26,13396736,-0.05706032977539621,0.0033822140339572204,-0.03035186498351472,1.9553681,0,2.3547966666666666,0,9.056129243673325,1,8.323357564233982,0,11.604181607264849,1,-0.4639199999999999,0,1.9888442472964123,2.237294124359236,-0.24844987706282384,-0.22512989511491271,0,1.7259403333333332,2.1740030166666666,0.20180184666666662,-148.0206749787369,1,2.16528315,0.2596829577190526,2.684649065438105,1.6459172345618949,0,0.23362499999999997,0.16242185714285715,1,Hold
200,2020-10-27,14384427,0.014693859146372557,0.04427990206524912,0.02566396068635779,1.9062069999999998,0,2.3067061666666664,0,16.306974185739005,1,9.716204021250672,1,15.836561102707023,1,-0.49161100000000024,0,1.9459808246354258,2.1982524855178114,-0.2522716608823856,-0.23055824826840732,0,1.686974,2.145360166666667,0.2247261833333333,-135.98361047430743,1,2.13620495,0.2767694029389991,2.6897437558779984,1.582666144122002,0,0.14011600000000013,0.15552157142857143,0,Sell
201,2020-10-28,17089719,-0.12874218234719026,-0.028045075372767125,-0.037986127324101226,1.8337856,0,2.2578186666666666,0,11.65909590446188,0,12.340733111291383,1,14.042361691327969,1,-0.7242139999999999,0,1.8758380823838219,2.145793264368344,-0.26995518198452206,-0.2384376350116303,0,1.5345506666666668,2.1083484333333335,0.24879539999999994,-153.7535840471506,1,2.0924465999999997,0.3062672836049928,2.7049811672099855,1.4799120327900142,0,0.32445500000000016,0.16510000000000002,1,Hold
202,2020-10-29,8024138,-0.04101666182343855,0.012553242209906168,-0.004941850660025948,1.7708711999999998,0,2.207235433333333,0,4.886184768992556,0,10.950751619731127,0,13.885918311025279,1,-0.6291439999999999,0,1.807083915863234,2.092692726266985,-0.2856088104037513,-0.2478718700900545,0,1.4694180000000001,2.0571157166666665,0.2614476499999999,-149.85733387841802,1,2.03690045,0.32122744001645603,2.6793553300329123,1.394445569967088,0,0.154466,0.1666777142857143,0,Hold
203,2020-10-30,8528336,0.008677785429158424,0.008084580697109489,-0.010110736065456982,1.7261376,0,2.1586841,0,13.391000795708289,1,9.978760489720889,0,16.438992482486015,1,-0.44733599999999996,0,1.7508150057304286,2.0444440798768384,-0.2936290741464098,-0.2570233109013256,0,1.4169559999999999,2.0045742333333334,0.26766798999999997,-146.35500079366574,1,1.98866275,0.3350108303370906,2.6586844106741814,1.3186410893258187,0,0.12510599999999994,0.16577457142857144,0,Buy
204,2020-10-31,6449388,0.0689388178745276,0.01730869724499695,0.009848898245976345,1.6911698000000002,0,2.114673166666667,0,26.814559435627988,1,15.030581666776257,1,19.996514721218517,1,-0.34967799999999993,0,1.7184896202334394,2.007129703589665,-0.2886400833562257,-0.2633466653923056,1,1.5066403333333334,1.9594218333333333,0.2649331166666666,-113.93605191046021,1,1.94436885,0.3326191705777354,2.6096071911554706,1.2791305088445293,0,0.1194329999999999,0.16674150000000001,0,Buy
205,2020-11-01,6877557,0.03838514960732131,-0.0031845118315051435,0.025266676870750127,1.6555885,0,2.0804650666666666,0,40.09396817096664,1,26.766509467434286,1,23.25072943413673,1,-0.35581300000000016,0,1.7002358325052178,1.9769600959163567,-0.27672426341113887,-0.2660221849960723,1,1.5837620000000001,1.9102503833333333,0.2531413400000001,-85.98315953538922,0,1.8950072499999997,0.3042658272016854,2.5035389044033707,1.286475595596629,0,0.12436000000000003,0.1705872857142857,0,Sell
206,2020-11-02,6366346,-0.07861286128612854,-0.013585108184377415,-0.033306861065578786,1.6069922,0,2.0446907,0,21.28691053327457,0,29.39847937995638,1,23.88330289408394,1,-0.4859629999999999,0,1.6654413967351842,1.9397091258484784,-0.2742677291132942,-0.26767129381951665,1,1.5239823333333333,1.8641499666666665,0.25027776999999995,-90.61069315993274,0,1.8484653500000001,0.29315335304011575,2.4347720560802317,1.2621586439197685,0,0.162485,0.1707432857142857,0,Sell
207,2020-11-03,6536977,-0.04195046103582456,0.029505320094915133,0.011602131866985443,1.5570328,0,2.0078986666666667,0,12.057431263119271,0,24.47943665578681,0,26.425724193075936,1,-0.4995940000000001,0,1.626486412622079,1.9006368943041467,-0.2741504816820677,-0.2689671313920269,1,1.4349736666666668,1.8192735500000001,0.2490264616666667,-102.88060172703956,1,1.8033453000000002,0.2870087243746619,2.377362748749324,1.2293278512506762,0,0.06831500000000013,0.15821528571428572,0,Sell
208,2020-11-04,11406316,-0.014147088938518682,0.013147117963921984,0.03751223809573423,1.5175124,0,1.9657190333333332,0,18.99549492189248,1,17.446612239428756,0,25.7905260323666,1,-0.3952039999999999,0,1.5904508106802207,1.8629789762075433,-0.2725281655273226,-0.2696793382190861,1,1.3623403333333333,1.7739630666666666,0.2494093,-110.02603172999386,1,1.7596362500000002,0.27923191330635166,2.3181000766127036,1.201172423387297,0,0.13102999999999998,0.1529337857142857,0,Hold
209,2020-11-05,8924132,0.009310794358792007,0.10231863437017075,0.029654584846420473,1.4894876,0,1.9400179666666668,0,26.61071979462178,1,19.221215326544495,1,21.81491400101386,1,-0.28024799999999983,0,1.561953455190956,1.8290707557477253,-0.2671173005567693,-0.26916693068662273,1,1.3984043333333336,1.7348336500000001,0.24392281499999996,-91.94966494262174,0,1.72242785,0.2740972641871372,2.2706223783742745,1.1742333216257257,0,0.18234499999999998,0.15220007142857142,1,Buy
210,2020-11-06,22547497,0.36188121700689857,-0.0008965282223868387,0.0981771366509474,1.5098384,1,1.9274160999999999,0,95.90689075783311,1,47.17103515811578,1,48.43661881460619,0,0.20350800000000002,0,1.616074462084655,1.8353425516182642,-0.2192680895336092,-0.25918716245602,1,1.7514859999999999,1.7128653333333332,0.22106516666666662,11.646842195601945,0,1.7080227000000001,0.2544414088506576,2.2169055177013153,1.199139882298685,0,0.5406960000000001,0.18143114285714285,1,Buy
211,2020-11-07,51426100,0.061776416859134375,-0.04703408433045364,-0.041797574991423336,1.5640295,1,1.9163075666666667,1,62.534003723214894,0,61.68387142522325,1,53.87380032012959,0,0.5419109999999998,0,1.680057467917785,1.8499071033502448,-0.16984963543245968,-0.24131965705130798,1,2.1193880000000003,1.7081440666666665,0.21634389999999998,126.72537669064047,-1,1.69890755,0.23809121821080437,2.1750899864216087,1.2227251135783912,0,0.6365379999999998,0.22123342857142855,1,Hold
212,2020-11-08,25931043,0.06133671659537265,0.04353675280663638,0.04094814355321175,1.6367957,1,1.9035322,1,72.92449110088278,1,77.12179519397691,1,61.90089929182461,0,0.7276619999999998,0,1.7533713959304336,1.8726249475465229,-0.1192535516160893,-0.21690643596426426,1,2.1319263333333334,1.709327,0.21752683333333334,129.51638405785442,-1,1.70383345,0.24677408643267992,2.1973816228653598,1.2102852771346402,0,0.2903769999999999,0.23095335714285717,1,Hold
213,2020-11-09,18210626,-0.05932770038736923,-0.009512665913500529,-0.02070692325347545,1.6955272999999997,1,1.8909509333333332,1,62.25788890546987,0,65.90546124318917,0,60.882080616930075,0,0.5873160000000002,0,1.7957222580949823,1.884182506987521,-0.08846024889253878,-0.19121719854991917,1,2.058906,1.7149275166666669,0.22312735,102.77493498169932,-1,1.7108324500000003,0.25416671132784113,2.2191658726556827,1.202499027344318,0,0.23055999999999988,0.23073442857142856,0,Buy
214,2020-11-10,16170833,0.10811859303616389,-0.0027010327428412806,0.012420148271899745,1.7662559999999998,1,1.8849979,1,80.54340930103436,1,71.90859643579564,1,65.17873624894082,0,0.7072870000000002,0,1.8653014491572928,1.9111309879514085,-0.045829538794115665,-0.1621396665987585,1,2.189432,1.7274354666666667,0.23578481333333334,130.62660166050088,-1,1.7287129,0.2788432706372451,2.28639944127449,1.1710263587255099,0,0.2956669999999999,0.2418452142857143,1,Sell
215,2020-11-11,13877949,-0.10936984955873863,0.0268419410945393,0.029534171067825854,1.8064844999999998,1,1.8654996666666668,1,60.04638595549315,0,67.61589472066578,0,64.24723942903313,0,0.402285,0,1.8863512262100168,1.917871285140193,-0.031520058930176065,-0.13601574506504202,1,2.0868103333333337,1.7329775833333332,0.24188114166666672,97.52248495877997,0,1.7310364999999996,0.2810190298026323,2.293074559605264,1.168998440394735,0,0.30997600000000003,0.24081099999999994,1,Sell
216,2020-11-12,11506048,-0.051438846225885015,0.03662132733339485,-0.0042233858543896385,1.8489910999999999,1,1.8486406,1,51.460565685230776,0,64.01678698058608,0,62.78444035276423,0,0.42506599999999994,0,1.8883184221777065,1.9164836343890677,-0.028165212211361146,-0.11444563849430585,1,1.9270546666666668,1.7326950500000002,0.24157035500000007,53.63782231382559,0,1.7279916499999999,0.2787278040426757,2.2854472580853513,1.1705360419146484,0,0.21857000000000015,0.24538985714285713,0,Hold
217,2020-11-13,11621744,0.06405748292119906,0.0025475527327811776,0.029546633392138144,1.9098468999999998,1,1.8388458333333333,1,61.60261642132855,1,57.703189354017475,0,64.87145162548711,0,0.6085580000000002,0,1.9086989726119055,1.9242101799898774,-0.015511207377971958,-0.09465875227103908,1,1.993682,1.7364487833333335,0.24569946166666665,69.79616884296021,0,1.73343985,0.2835338251330121,2.3005075002660242,1.1663721997339755,0,0.16197800000000018,0.24802357142857143,0,Hold
218,2020-11-14,8134593,-0.05135412254205285,-0.015300456587767797,-0.03050102557077561,1.962323,0,1.8271985,1,52.073722935193935,0,55.04563501391774,0,59.63614165114912,0,0.524761,0,1.9099785152869968,1.923677277768405,-0.013698762481408222,-0.07846675431311291,1,1.9419286666666666,1.7422277999999998,0.25205638,52.81909988198324,0,1.7399177000000001,0.2862994432928612,2.3125165865857227,1.1673188134142776,0,0.15821200000000024,0.2507935,0,Buy
