,Date,High,Low,Close,Volume,Returns,MA_td,3MA_td,%K_td,%D_td,RSI_td,Momentum_td,MACD_td,CCI_td,BB_td,ATR_td,SNP_Returns,SNP_Volume,Dow_Returns,Dow_Volume,Vix_Returns,Gold_Returns,Gold_Volume,Oil_Returns,Oil_Volume,NVDA_Returns,NVDA_Volume,Total_WP,Total_Gtrends,date,weighted_mean_sentiment,unweighted_mean_sentiment,ups,TVL,Indicator
0,2024-02-02,102.412628,97.574158,100.440521,-0.12785523802550125,0.026509081374695542,1,1,1,0,0,1,1,0,0,0,0.010684446103877532,-0.09387404271230182,0.003493836722713084,0.18000186433831522,-0.002161383285302687,-0.008231867510959612,-0.0623020063357973,-0.020861568680574205,-0.19062318318983418,0.04970891840005076,0.291028481955649,-0.08710516536603496,0.017857142857142794,2024-02-02,0.12895486486486485,0.3904260869565217,370,0.038948953539819975,Sell
1,2024-02-03,101.058983,96.812576,97.879982,-0.47579731401778946,-0.0254930875955931,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009118293576487857,-0.11403508771929827,2024-02-03,0.6314007326007326,0.46401904761904766,273,0.007565328611222055,Sell
2,2024-02-04,98.457588,95.266373,95.476959,-0.03350877890812409,-0.02455070945967286,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07353545312628373,0.01980198019801982,2024-02-04,0.736579125248509,0.36532162162162163,1006,-0.013332940637504342,Buy
3,2024-02-05,98.544044,94.292526,95.54866,0.2539825317947175,0.0007509769974973768,0,1,0,0,0,1,0,0,0,0,-0.0031863373882050627,0.012402028004579346,-0.007096232919665102,-0.1513324204760902,-0.012996389891696714,-0.0051078164739392085,-0.5360360360360361,0.006917542984470781,-0.24996365719758518,0.047944329023922094,0.42700250536113704,0.06053880300015302,0.07766990291262132,2024-02-05,0.04703280528052805,0.5028407407407408,1515,0.009535159127192161,Buy
4,2024-02-06,97.790787,93.280739,96.861076,0.03954578494975469,0.013735577244097463,0,1,0,0,0,1,0,0,0,0,0.0023104106497489063,0.10369714984441947,0.0036799852885840423,-0.14319401781004681,-0.044623262618873394,0.004344201615671617,-0.3956310679611651,0.007282206750236275,-0.11369187927363522,-0.015995514106105335,0.004459782554353975,0.22190950422169298,0.072072072072072,2024-02-06,0.25768657314629256,0.3410120481927711,998,0.003101956331132305,Buy
5,2024-02-07,101.236603,94.720222,100.979279,0.01977052674763402,0.04251659355921267,1,1,1,1,0,1,1,0,0,1,0.008241458140786584,0.10239186827835933,0.004049701322358823,0.09440863330194826,-0.01761102603369069,0.0003440407962644887,-0.714859437751004,0.007502428249964055,-0.051454390506665004,0.027498043181918286,-0.27453225024922745,-0.1807228915662651,-0.05882352941176472,2024-02-07,0.1369675944333996,0.33574715447154474,1509,0.007700118216052543,Buy
6,2024-02-08,104.798042,100.553696,102.785637,0.3200390748956452,0.017888402629612665,1,1,1,1,0,1,1,0,0,0,0.0005705831293989494,-0.11310791957659849,0.0012660830726631822,0.04400913272227913,-0.003117692907248726,-0.0014740566392633658,3.802816901408451,0.031952341836551046,0.2812327304165043,-0.0065336168352420065,-0.1637552338193008,0.07864763552479825,0.1160714285714286,2024-02-08,0.148922,0.11925384615384615,950,0.08781721254431907,Buy
7,2024-02-09,108.987724,102.790176,106.933334,0.2466062496501149,0.0403528851020305,1,1,1,1,0,1,1,0,0,1,0.005742341519594074,-0.09877563993311622,-0.0014108417101577064,-0.0492535894266426,0.01094605160281481,-0.004379442089653018,-0.8181818181818181,0.008134282233871915,-0.1992400226511355,0.03578357628097795,0.0536047796690331,-0.079195348526365,0.10400000000000009,2024-02-09,0.42023197674418605,0.34382142857142856,516,0.017514054707225446,Buy
8,2024-02-10,110.74279,106.933662,109.13147,-0.35621818298731656,0.02055613453518612,1,1,1,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1325301204819277,-0.13043478260869568,2024-02-10,0.38021702127659573,0.20404499999999998,752,0.07217766580107465,Sell
9,2024-02-11,110.55687,107.357651,107.495285,-0.25383179884353124,-0.014992788056460649,1,1,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002844712182061615,0.07499999999999996,2024-02-11,0.30447082748948107,0.37304838709677424,713,0.021606033207783648,Buy
10,2024-02-12,112.069664,103.609291,111.992752,0.9342988517706861,0.04183873739206323,1,1,1,1,0,1,1,0,0,1,-0.0009489534954981727,-0.02740870791900818,0.003250116439967643,-0.08984231756508987,0.07733952049497295,-0.0025206829815086484,4.112903225806452,0.0010411504966763019,-0.1788957476901114,0.0015942494450147393,0.4055382388574491,0.24144835641581852,0.10077519379844957,2024-02-12,0.41921726943942134,0.2760683673469388,1106,0.0010601122296096666,Buy
11,2024-02-13,114.810646,108.493782,112.579308,0.022168546782498577,0.00523744608043919,1,1,0,0,0,1,1,0,0,1,-0.013674255677835978,0.1304476921702482,-0.013522277040185937,0.16617830195590066,0.13783201722900218,-0.01253588723330612,-0.3753943217665615,0.012350559343488055,0.3609926109563901,-0.0016609871323636227,-0.01813560150559712,0.23064516129032264,0.12676056338028174,2024-02-13,0.6748466139954853,0.5181921348314608,886,0.04020319857545496,Buy
12,2024-02-14,118.327782,110.878471,116.976326,-0.11745918196952942,0.03905707077183318,1,1,1,1,0,1,1,0,0,1,0.009579763211684966,-0.10612966884307762,0.003958940264287225,-0.1375043186029712,-0.0927444794952681,-0.0013046188813734538,8.676767676767676,-0.01579560745618558,-0.1243235730718506,0.02456749180810469,-0.1620747452620399,-0.0821319353429445,0.06875000000000009,2024-02-14,0.48491872427983534,0.4441353846153846,1458,-0.0016109558674295421,Sell
13,2024-02-15,118.306496,111.775879,113.699409,0.03355851277762034,-0.028013505912298897,1,1,0,0,0,1,1,0,0,1,0.005821250628704755,0.07602714790929888,0.009078938058108221,0.10644186300571712,-0.025730180806675995,0.0059287176352775806,-0.8507306889352818,0.018136743451679926,-0.5865613529147573,-0.0168065624680227,-0.16793849286120288,0.048191337458353134,-0.01754385964912286,2024-02-15,0.22249212454212455,0.2870554347826087,546,0.04122914244708409,Sell
14,2024-02-16,114.25309,108.348724,110.445915,-0.22261366618089984,-0.028614871692077215,1,1,0,0,0,1,0,0,0,1,-0.004803469787855286,-0.07363513993576565,-0.0037431294903536028,-0.07118878357030012,0.016416845110635236,0.004695082220010027,-0.8881118881118881,0.014866115787083523,-0.0712150418191323,-0.0006193124206271827,0.1790075263851929,-0.1732319218980588,-0.1071428571428571,2024-02-16,0.5630869871794872,0.5784338983050847,1560,-0.023357860884859027,Sell
15,2024-02-17,111.073044,106.125221,108.984016,-0.2866252374273799,-0.01323633382004219,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15810792255938488,-0.14,2024-02-17,0.32234436090225566,0.3702388888888889,1064,-0.018284118002513616,Buy
16,2024-02-18,114.001381,107.60672,112.174675,0.10631402161952619,0.029276394072319745,1,1,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1736932235178994,0.0,2024-02-18,0.41028628257887517,0.393519540229885,729,-0.0018495730431660196,Sell
17,2024-02-19,114.717979,111.081413,111.485329,0.25214568800626,-0.006145290815418036,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13916487181268677,0.18604651162790709,2024-02-19,0.27834950083194676,0.5990382716049383,1202,0.025353040719498843,Sell
18,2024-02-20,112.036743,104.890228,108.459641,0.39939893299848306,-0.027139786258333465,0,1,0,0,0,0,0,0,0,1,-0.006005321882809889,0.05259478200074619,-0.0016616837390822647,0.19056730803302502,0.0828651685393258,0.007954262987819982,40.4375,-0.012754160556783467,2.827486742940561,-0.04353209540346903,0.4229650311814215,0.07983654549890207,-0.019607843137254943,2024-02-20,0.6860402767662054,0.42335371900826446,1373,0.01832076101340352,Sell
19,2024-02-21,108.452667,100.412018,105.125221,-0.15435383242547507,-0.030743417267995676,0,1,0,0,0,0,0,0,0,1,0.0012641999103253365,-0.06108979697041794,0.0012560354275004126,-0.16810024107860355,-0.005188067444876765,-0.002564710727496977,-0.9886877828054299,-0.0034535175236634075,-0.257313864923547,-0.02850894019572059,-0.020621906182031746,-0.07342558599265747,-0.07999999999999996,2024-02-21,0.40526846950517836,0.50745,869,-0.024005415476305525,Sell
20,2024-02-22,106.995407,101.642403,101.669792,-0.1852475623302141,-0.03286964790304692,0,0,0,0,0,0,0,0,0,0,0.021122884121996588,0.0695070993218756,0.011832287231709593,0.1614253515079962,-0.052151238591916615,-0.0012857132655886838,63.266666666666666,0.008984686998604108,0.02248463230448916,0.16400880365188542,0.25322686723704835,0.14355379457482464,0.007246376811594235,2024-02-22,0.321397205882353,0.2904939024390244,680,0.015231229778339905,Sell
21,2024-02-23,103.022835,98.958351,99.954697,-0.18974328224782366,-0.016869268307345475,0,0,0,0,0,0,0,0,0,0,0.00034794763836831777,-0.09352100717968459,0.0015977296641407346,-0.11619382065736372,-0.054332874828060485,0.009357838024723453,-0.9771784232365145,-0.02696861688120311,0.06936531613168695,0.0035524076611981314,-0.04128077678881059,-0.07185501066098077,-0.07194244604316546,2024-02-23,0.47680511848341234,0.5258622950819671,1055,-0.010029098914011048,Buy
22,2024-02-24,104.645393,98.585205,104.133522,-0.26943410987632643,0.041807189911245546,0,1,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17263955892487937,-0.06201550387596899,2024-02-24,0.10028394077448748,0.1232987341772152,878,-0.02006935309745206,Sell
23,2024-02-25,104.329941,102.171028,103.453491,-0.16054727688211057,-0.006530375492341478,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09204498125780924,0.06611570247933884,2024-02-25,-0.009654627539503392,0.011525490196078434,443,0.03364348275784379,Buy
24,2024-02-26,110.580353,100.4552,109.918533,1.5662354120533117,0.06249225557791949,1,1,1,1,0,0,1,0,0,1,-0.0037867514420720783,0.0030331165136041616,-0.0015920864584106909,0.03492384371405666,-0.0007272727272726875,-0.0049543687427179295,5.5,0.014250281455099545,-0.22274691104779631,0.0034891203231648404,-0.39235556820209605,0.22546402237477747,0.2325581395348837,2024-02-26,0.46732551963048496,0.4248122222222222,866,-0.00036240202133952515,Sell
25,2024-02-27,112.204712,105.896935,108.388084,0.16688902675177286,-0.013923484586534585,1,1,0,1,0,0,1,0,0,1,0.0017063497734237654,0.06569614514933786,-0.0024781730235722277,-0.08106287677230328,-0.022561863173216956,0.002711363076164597,5.741258741258742,0.016628009367671837,-0.019926467911615897,-0.004943698290205134,-0.22276590214158298,0.27034597230146784,0.320754716981132,2024-02-27,0.01997213005972129,0.3382,1507,0.051386223354491944,Buy
26,2024-02-28,118.0522,107.460876,118.0522,0.8463662221425445,0.08916216288129974,1,1,1,1,0,1,1,0,0,1,-0.0016581550295902137,-0.034789031954049365,-0.00060018420483543,-0.001099464927068805,0.03052866716306779,-0.000491642084562427,-0.3973029045643154,-0.004184125617441525,0.22585018348214958,-0.013189083401180857,0.00358688298592047,0.2861459311583847,0.3285714285714285,2024-02-28,-0.13157009174311932,0.20294153846153845,1090,0.06275056875746032,Buy
27,2024-02-29,134.465698,117.667519,125.711517,0.38187378324168675,0.06488076461090952,1,1,0,1,0,1,1,0,0,1,0.0052290947152544565,0.37746907797338336,0.001216233285726176,0.9066994423246257,-0.03179190751445082,0.006246901623216949,0.21514629948364883,-0.003565049610834703,-0.036674009144263,0.018657506955499725,0.29045051003535916,-0.11394012508333595,0.017921146953405076,2024-02-29,0.2619667852906287,0.2257924369747899,843,0.035387388759757776,Buy
28,2024-03-01,137.601868,125.636703,129.990402,-0.3175549378860556,0.03403733486089422,1,1,1,1,0,1,1,0,0,1,0.008007828831644304,-0.09035507515700014,0.0023332487838416682,-0.3630241105274298,-0.02164179104477615,0.020139781975289317,0.7138810198300283,0.02185022944415449,0.14304001711020042,0.04003184093437162,-0.05549893650364979,-0.2085274095306342,-0.21126760563380287,2024-03-01,-0.015183345145287035,0.16334466019417476,1411,0.042248149940196766,Sell
